PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2017-0320,06/24/2017,FOB - Field Operations Bureau,3rd District,Task Force A,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,Yes,White,Female,38,,19 feet to 21 feet,Male,Black,20,Small,5'7'' to 5'9'',No,No,No,,Other,No
FTN2017-0321,06/25/2017,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,44,,0 feet to 1 feet,Male,White,38,Medium,5'7'' to 5'9'',No,No,Yes,,Battery on Police Officer,No
FTN2017-0322,06/25/2017,FOB - Field Operations Bureau,6th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,35,,0 feet to 1 feet,Male,Black,38,Medium,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2017-0323,06/26/2017,FOB - Field Operations Bureau,6th District,,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),None detected,Yes,Black,Male,50,,15 feet to 18 feet,Male,Black,32,Medium,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2017-0323,06/26/2017,FOB - Field Operations Bureau,6th District,,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,46,,15 feet to 18 feet,Male,Black,32,Medium,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2017-0324,06/26/2017,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Female,30,,1 feet to 3 feet,Male,Hispanic,41,Medium,5'0'' to 5'3'',No,No,No,,Other,No
FTN2017-0325,06/26/2017,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Force (Take Down),Alchohol and unknown drugs,Yes,White,Female,37,,0 feet to 1 feet,Male,Black,49,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0325,06/26/2017,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Force (Take Down),Alchohol and unknown drugs,Yes,White,Male,52,,0 feet to 1 feet,Male,Black,49,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0326,06/26/2017,FOB - Field Operations Bureau,1st District,2nd Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),None detected,No,White,Male,27,,0 feet to 1 feet,Male,Black,19,Medium,6'1'' to 6'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0326,06/26/2017,FOB - Field Operations Bureau,1st District,2nd Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),None detected,No,White,Male,51,,0 feet to 1 feet,Male,Black,19,Medium,6'1'' to 6'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0326,06/26/2017,FOB - Field Operations Bureau,1st District,2nd Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),None detected,No,Black,Male,49,,0 feet to 1 feet,Male,Black,19,Medium,6'1'' to 6'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0327,06/26/2017,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,Force (Take Down),None detected,Yes,Black,Male,28,,1 feet to 3 feet,Male,Black,24,Large,6'1'' to 6'3'',No,Yes,Yes,,refuse verbal commands,No
FTN2017-0336,06/27/2017,FOB - Field Operations Bureau,2nd District,C Platoon,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,CEW Exhibited/Laser,None detected,Yes,Black,Male,33,,0 feet to 1 feet,Male,Black,17,Small,6'1'' to 6'3'',No,No,Yes,,Escape,No
FTN2017-0328,06/28/2017,FOB - Field Operations Bureau,6th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Exhibited/Laser,Unknown,Yes,Black,Female,37,,1 feet to 3 feet,Male,Black,26,Medium,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2017-0330,06/28/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Not Specifie,Male,28,,11 feet to 14 feet,Male,Black,34,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2017-0331,06/28/2017,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,Unknown,Yes,White,Male,38,,0 feet to 1 feet,Male,Black,26,Small,5'7'' to 5'9'',No,No,Yes,,Resisting Officer w/Weapon,No
FTN2017-0333,06/30/2017,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,Alchohol,Yes,Black,Male,30,,1 feet to 3 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0333,06/30/2017,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,Alchohol,Yes,White,Male,26,,1 feet to 3 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0334,07/01/2017,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Deployment,Unknown,No,Black,Female,48,,4 feet to 6 feet,Male,Black,33,Small,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0334,07/01/2017,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,33,,4 feet to 6 feet,Male,Black,33,Small,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0334,07/01/2017,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Exhibited/Laser,Unknown,Yes,Black,Female,37,,4 feet to 6 feet,Male,Black,33,Small,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0334,07/01/2017,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Exhibited/Laser,Unknown,No,Black,Male,42,,4 feet to 6 feet,Male,Black,33,Small,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0335,07/01/2017,FOB - Field Operations Bureau,3rd District,B Platoon,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),Alchohol and unknown drugs,Yes,Black,Male,31,,11 feet to 14 feet,Male,Black,54,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2017-0337,07/02/2017,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,CEW Exhibited/Laser,Unknown Drugs,Yes,White,Male,38,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0337,07/02/2017,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,CEW Exhibited/Laser,Unknown Drugs,Yes,White,Male,38,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0337,07/02/2017,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,CEW Exhibited/Laser,Unknown Drugs,Yes,White,Male,38,,11 feet to 14 feet,Male,Black,37,Medium,6'1'' to 6'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0337,07/02/2017,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,CEW Exhibited/Laser,Unknown Drugs,Yes,White,Male,38,,11 feet to 14 feet,Male,Black,37,Medium,6'1'' to 6'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0338,07/02/2017,ISB - Investigations and Support Bureau,Special Investigations Division,Street Gang Unit,Squad A,Regular Working,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,Unknown,Yes,White,Male,51,,0 feet to 1 feet,Male,Black,27,Small,5'4'' to 5'6'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0341,07/02/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,28,,0 feet to 1 feet,Male,Black,24,Medium,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2017-0339,07/03/2017,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser,Mentally unstable,Yes,Hispanic,Female,35,,0 feet to 1 feet,Male,Hispanic,22,Large,5'4'' to 5'6'',No,Yes,No,,Other,No
FTN2017-0339,07/03/2017,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser,Mentally unstable,Yes,Black,Male,27,,0 feet to 1 feet,Male,Hispanic,22,Large,5'4'' to 5'6'',No,Yes,No,,Other,No
FTN2017-0340,07/03/2017,FOB - Field Operations Bureau,3rd District,A Platoon,,,,Initial,Pending,Arresting,Good,Clear Conditions,Hands,Mentally unstable,Yes,Black,Male,59,,0 feet to 1 feet,Female,Black,32,Small,5'0'' to 5'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0340,07/03/2017,FOB - Field Operations Bureau,3rd District,A Platoon,,,,Initial,Pending,Arresting,Good,Clear Conditions,Hands,Mentally unstable,Yes,Black,Female,38,,0 feet to 1 feet,Female,Black,32,Small,5'0'' to 5'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0181,07/03/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Force (Defense Tech),None detected,Yes,White,Male,43,,0 feet to 1 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0342,07/04/2017,FOB - Field Operations Bureau,3rd District,B Platoon,,,,Initial,Pending,Arresting,Good,Clear Conditions,Force (Take Down),Alchohol,Yes,White,Male,31,,1 feet to 3 feet,Male,White,46,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2017-0342,07/04/2017,FOB - Field Operations Bureau,3rd District,B Platoon,,,,Initial,Pending,Arresting,Good,Clear Conditions,Force (Take Down),Alchohol,Yes,White,Male,38,,1 feet to 3 feet,Male,White,46,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2017-0343,07/04/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Take Down),Unknown Drugs,Yes,Black,Male,34,,0 feet to 1 feet,Male,White,22,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2017-0343,07/04/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Take Down),Unknown Drugs,Yes,Black,Female,32,,0 feet to 1 feet,Male,White,22,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2017-0343,07/04/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Hands,Unknown Drugs,Yes,Black,Male,51,,0 feet to 1 feet,Male,White,22,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2017-0343,07/04/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Take Down),Unknown Drugs,Yes,Black,Male,51,,0 feet to 1 feet,Male,White,22,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2017-0343,07/04/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Take Down),Unknown Drugs,Yes,White,Male,28,,0 feet to 1 feet,Male,White,22,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2017-0343,07/04/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Handcuffed Subject,Unknown Drugs,Yes,White,Male,28,,0 feet to 1 feet,Male,White,22,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2017-0343,07/04/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Take Down),Unknown Drugs,Yes,White,Male,30,,0 feet to 1 feet,Male,White,22,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2017-0345,07/06/2017,FOB - Field Operations Bureau,7th District,K9 Section,,Regular Working,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,37,,11 feet to 14 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0345,07/06/2017,FOB - Field Operations Bureau,7th District,K9 Section,,Regular Working,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Canine (No Bite),Unknown,Yes,White,Male,58,,11 feet to 14 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0346,07/06/2017,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,CEW Exhibited/Laser,None detected,Yes,White,Male,41,,4 feet to 6 feet,Male,Black,23,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0346,07/06/2017,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,31,,4 feet to 6 feet,Male,Black,23,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0346,07/06/2017,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,31,,4 feet to 6 feet,Male,Black,21,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0346,07/06/2017,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,CEW Exhibited/Laser,None detected,Yes,White,Male,41,,4 feet to 6 feet,Male,Black,21,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0347,07/07/2017,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Alchohol,Yes,Black,Male,55,,11 feet to 14 feet,Male,Black,23,Medium,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2017-0348,07/08/2017,FOB - Field Operations Bureau,7th District,Task Force,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,44,,1 feet to 3 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2017-0349,07/09/2017,FOB - Field Operations Bureau,2nd District,D.I.U.,,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Other,Force (Take Down),Alchohol and unknown drugs,Yes,White,Male,33,,11 feet to 14 feet,Male,Hispanic,0,Large,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0349,07/09/2017,FOB - Field Operations Bureau,2nd District,D.I.U.,,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Other,Firearm (Exhibited),Alchohol and unknown drugs,No,White,Male,33,,11 feet to 14 feet,Male,Hispanic,0,Large,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0349,07/09/2017,FOB - Field Operations Bureau,2nd District,D.I.U.,,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Other,Hands,Alchohol and unknown drugs,Yes,Black,Male,30,,11 feet to 14 feet,Male,Hispanic,0,Large,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0350,07/09/2017,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,Unknown,Yes,Hispanic,Male,28,,1 feet to 3 feet,Male,Black,14,Medium,5'4'' to 5'6'',No,Yes,Yes,,refuse verbal commands,No
FTN2017-0350,07/09/2017,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,Unknown,Yes,White,Male,36,,1 feet to 3 feet,Male,Black,14,Medium,5'4'' to 5'6'',No,Yes,Yes,,refuse verbal commands,No
FTN2017-0351,07/10/2017,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Deployment,Unknown,No,White,Male,,,4 feet to 6 feet,Male,White,40,Large,5'10'' to 6'0'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2017-0352,07/10/2017,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Deployment,Unknown,No,White,Male,30,,11 feet to 14 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0352,07/10/2017,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,30,,11 feet to 14 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0353,07/10/2017,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),None detected,No,White,Male,28,,1 feet to 3 feet,Male,Black,25,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0354,07/11/2017,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),Mentally unstable,Yes,Black,Female,50,,0 feet to 1 feet,Male,Black,,Medium,5'4'' to 5'6'',No,Yes,No,,refuse verbal commands,No
FTN2017-0354,07/11/2017,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),Mentally unstable,Yes,White,Male,48,,0 feet to 1 feet,Male,Black,,Medium,5'4'' to 5'6'',No,Yes,No,,refuse verbal commands,No
FTN2017-0354,07/11/2017,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),Mentally unstable,Yes,Black,Male,52,,0 feet to 1 feet,Male,Black,,Medium,5'4'' to 5'6'',No,Yes,No,,refuse verbal commands,No
FTN2017-0354,07/11/2017,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),Mentally unstable,Yes,Black,Male,52,,0 feet to 1 feet,Male,Black,,Medium,5'4'' to 5'6'',No,Yes,No,,refuse verbal commands,No
FTN2017-0354,07/11/2017,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),Mentally unstable,Yes,Black,Male,45,,0 feet to 1 feet,Male,Black,,Medium,5'4'' to 5'6'',No,Yes,No,,refuse verbal commands,No
FTN2017-0355,07/12/2017,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,None detected,Yes,Black,Male,22,,0 feet to 1 feet,Male,Black,27,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0356,07/12/2017,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,White,Male,34,,22 feet to 25 feet,Male,Black,65,Large,6'1'' to 6'3'',No,Yes,No,,Resisting Lawful Arrest,No
FTN2017-0357,07/13/2017,FOB - Field Operations Bureau,1st District,3rd Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Hands,Unknown Drugs,Yes,Hispanic,Male,32,,0 feet to 1 feet,Male,Black,52,Small,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0358,07/13/2017,ISB - Investigations and Support Bureau,Criminal Investigations Division,Homicide Section,Squad E,Paid Detail,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,39,,0 feet to 1 feet,Male,Asian,32,Medium,6'1'' to 6'3'',No,Yes,Yes,,Other,Yes
FTN2017-0358,07/13/2017,ISB - Investigations and Support Bureau,Criminal Investigations Division,Homicide Section,Squad E,Paid Detail,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Force (Take Down),Unknown,Yes,Black,Male,47,,0 feet to 1 feet,Male,Asian,32,Medium,6'1'' to 6'3'',No,Yes,Yes,,Other,Yes
FTN2017-0358,07/13/2017,ISB - Investigations and Support Bureau,Criminal Investigations Division,Homicide Section,Squad E,Paid Detail,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,39,,0 feet to 1 feet,Male,Hispanic,36,Medium,6'1'' to 6'3'',No,Yes,Yes,,Other,Yes
FTN2017-0358,07/13/2017,ISB - Investigations and Support Bureau,Criminal Investigations Division,Homicide Section,Squad E,Paid Detail,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Force (Take Down),Unknown,Yes,Black,Male,47,,0 feet to 1 feet,Male,Hispanic,36,Medium,6'1'' to 6'3'',No,Yes,Yes,,Other,Yes
FTN2017-0359,07/13/2017,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Hands,Alchohol and unknown drugs,No,Black,Male,28,,0 feet to 1 feet,Male,Black,38,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,Yes
FTN2017-0359,07/13/2017,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Force (Take Down),Alchohol and unknown drugs,Yes,White,Male,41,,0 feet to 1 feet,Male,Black,38,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,Yes
FTN2017-0361,07/14/2017,FOB - Field Operations Bureau,3rd District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,CEW Exhibited/Laser,None detected,Yes,White,Male,40,,7 feet to 10 feet,Male,Black,23,Medium,6'1'' to 6'3'',No,No,Yes,,Other,No
FTN2017-0362,07/14/2017,FOB - Field Operations Bureau,1st District,Staff,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,34,,1 feet to 3 feet,Male,Black,18,Medium,5'4'' to 5'6'',No,No,No,,refuse verbal commands,No
FTN2017-0362,07/14/2017,FOB - Field Operations Bureau,1st District,Staff,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,34,,1 feet to 3 feet,Male,Black,17,Medium,5'4'' to 5'6'',No,No,No,,refuse verbal commands,No
FTN2017-0363,07/15/2017,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Deployment,Unknown,Yes,White,Male,43,,0 feet to 1 feet,Male,Black,32,Small,5'7'' to 5'9'',No,Yes,Yes,,refuse verbal commands,No
